"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"28.10.2019 08:15 - 28.10.2019 08:30","64036","68496"
"28.10.2019 08:30 - 28.10.2019 08:45","64310","68578"
"28.10.2019 08:45 - 28.10.2019 09:00","64394","68395"
"28.10.2019 09:00 - 28.10.2019 09:15","63876","68012"
"28.10.2019 09:15 - 28.10.2019 09:30","64231","68300"
"28.10.2019 09:30 - 28.10.2019 09:45","64523","68630"
"28.10.2019 09:45 - 28.10.2019 10:00","64816","68921"
"28.10.2019 10:00 - 28.10.2019 10:15","65064","69216"
"28.10.2019 10:15 - 28.10.2019 10:30","65363","69437"
"28.10.2019 10:30 - 28.10.2019 10:45","65489","69752"
"28.10.2019 10:45 - 28.10.2019 11:00","65605","70090"
"28.10.2019 11:00 - 28.10.2019 11:15","65830","70605"
"28.10.2019 11:15 - 28.10.2019 11:30","65992","70467"
"28.10.2019 11:30 - 28.10.2019 11:45","66149","70736"
"28.10.2019 11:45 - 28.10.2019 12:00","66510","70695"
"28.10.2019 12:00 - 28.10.2019 12:15","66083","70244"
"28.10.2019 12:15 - 28.10.2019 12:30","65769","69835"
"28.10.2019 12:30 - 28.10.2019 12:45","66201","69937"
"28.10.2019 12:45 - 28.10.2019 13:00","66326","69805"
"28.10.2019 13:00 - 28.10.2019 13:15","66110","69613"
"28.10.2019 13:15 - 28.10.2019 13:30","66016","69415"
"28.10.2019 13:30 - 28.10.2019 13:45","65643","68952"
"28.10.2019 13:45 - 28.10.2019 14:00","64911","68286"
"28.10.2019 14:00 - 28.10.2019 14:15","64754","68248"
"28.10.2019 14:15 - 28.10.2019 14:30","64593","68072"
"28.10.2019 14:30 - 28.10.2019 14:45","64456","67800"
"28.10.2019 14:45 - 28.10.2019 15:00","64208","67400"
"28.10.2019 15:00 - 28.10.2019 15:15","64053","67044"
"28.10.2019 15:15 - 28.10.2019 15:30","63619","66650"
"28.10.2019 15:30 - 28.10.2019 15:45","63341","66238"
"28.10.2019 15:45 - 28.10.2019 16:00","62963","65959"
"28.10.2019 16:00 - 28.10.2019 16:15","62723","65202"
"28.10.2019 16:15 - 28.10.2019 16:30","62464","65257"
"28.10.2019 16:30 - 28.10.2019 16:45","62863","65215"
"28.10.2019 16:45 - 28.10.2019 17:00","62898","65971"
"28.10.2019 17:00 - 28.10.2019 17:15","63365","67358"
"28.10.2019 17:15 - 28.10.2019 17:30","63729","68608"
"28.10.2019 17:30 - 28.10.2019 17:45","63993","69819"
"28.10.2019 17:45 - 28.10.2019 18:00","64114","70307"
"28.10.2019 18:00 - 28.10.2019 18:15","64193","70093"
"28.10.2019 18:15 - 28.10.2019 18:30","64715","69565"
"28.10.2019 18:30 - 28.10.2019 18:45","65682","69505"
"28.10.2019 18:45 - 28.10.2019 19:00","66077","69639"
"28.10.2019 19:00 - 28.10.2019 19:15","66216","68697"
"28.10.2019 19:15 - 28.10.2019 19:30","65736","67780"
"28.10.2019 19:30 - 28.10.2019 19:45","65391","67169"
"28.10.2019 19:45 - 28.10.2019 20:00","64717","66560"
"28.10.2019 20:00 - 28.10.2019 20:15","63310","65692"
"28.10.2019 20:15 - 28.10.2019 20:30","61660","64553"
"28.10.2019 20:30 - 28.10.2019 20:45","60489","63469"
"28.10.2019 20:45 - 28.10.2019 21:00","59553","62531"
"28.10.2019 21:00 - 28.10.2019 21:15","58961","61547"
"28.10.2019 21:15 - 28.10.2019 21:30","58070","60611"
"28.10.2019 21:30 - 28.10.2019 21:45","57188","59414"
"28.10.2019 21:45 - 28.10.2019 22:00","56476","58292"
"28.10.2019 22:00 - 28.10.2019 22:15","56007","58027"
"28.10.2019 22:15 - 28.10.2019 22:30","54992","57133"
"28.10.2019 22:30 - 28.10.2019 22:45","53913","56087"
"28.10.2019 22:45 - 28.10.2019 23:00","52865","54946"
"28.10.2019 23:00 - 28.10.2019 23:15","51664","53666"
"28.10.2019 23:15 - 28.10.2019 23:30","50701","52447"
"28.10.2019 23:30 - 28.10.2019 23:45","49972","51446"
"28.10.2019 23:45 - 29.10.2019 00:00","49387","50764"
"29.10.2019 00:00 - 29.10.2019 00:15","48457","50510"
"29.10.2019 00:15 - 29.10.2019 00:30","47745","49833"
"29.10.2019 00:30 - 29.10.2019 00:45","47327","49473"
"29.10.2019 00:45 - 29.10.2019 01:00","47001","48976"
"29.10.2019 01:00 - 29.10.2019 01:15","46127","48567"
"29.10.2019 01:15 - 29.10.2019 01:30","46113","48248"
"29.10.2019 01:30 - 29.10.2019 01:45","45847","48138"
"29.10.2019 01:45 - 29.10.2019 02:00","45512","47998"
"29.10.2019 02:00 - 29.10.2019 02:15","45364","47779"
"29.10.2019 02:15 - 29.10.2019 02:30","45340","47785"
"29.10.2019 02:30 - 29.10.2019 02:45","45311","47978"
"29.10.2019 02:45 - 29.10.2019 03:00","45306","47954"
"29.10.2019 03:00 - 29.10.2019 03:15","45470","47723"
"29.10.2019 03:15 - 29.10.2019 03:30","45689","48088"
"29.10.2019 03:30 - 29.10.2019 03:45","45751","48394"
"29.10.2019 03:45 - 29.10.2019 04:00","45968","48682"
"29.10.2019 04:00 - 29.10.2019 04:15","46483","49352"
"29.10.2019 04:15 - 29.10.2019 04:30","46908","49879"
"29.10.2019 04:30 - 29.10.2019 04:45","47349","50155"
"29.10.2019 04:45 - 29.10.2019 05:00","47966","50752"
"29.10.2019 05:00 - 29.10.2019 05:15","49340","51873"
"29.10.2019 05:15 - 29.10.2019 05:30","49976","52649"
"29.10.2019 05:30 - 29.10.2019 05:45","51191","53777"
"29.10.2019 05:45 - 29.10.2019 06:00","52807","55386"
"29.10.2019 06:00 - 29.10.2019 06:15","55757","58741"
"29.10.2019 06:15 - 29.10.2019 06:30","57986","61178"
"29.10.2019 06:30 - 29.10.2019 06:45","59860","63095"
"29.10.2019 06:45 - 29.10.2019 07:00","61053","64442"
"29.10.2019 07:00 - 29.10.2019 07:15","62859","66133"
"29.10.2019 07:15 - 29.10.2019 07:30","63680","66888"
"29.10.2019 07:30 - 29.10.2019 07:45","63507","67655"
"29.10.2019 07:45 - 29.10.2019 08:00","63899","68299"
"29.10.2019 08:00 - 29.10.2019 08:15","64281","68897"
"29.10.2019 08:15 - 29.10.2019 08:30","64744","69505"
"29.10.2019 08:30 - 29.10.2019 08:45","64933","69543"
"29.10.2019 08:45 - 29.10.2019 09:00","64989","69533"
"29.10.2019 09:00 - 29.10.2019 09:15","64507","69433"
"29.10.2019 09:15 - 29.10.2019 09:30","64858","69554"
"29.10.2019 09:30 - 29.10.2019 09:45","65238","69907"
"29.10.2019 09:45 - 29.10.2019 10:00","65535","70124"
"29.10.2019 10:00 - 29.10.2019 10:15","65640","70201"
"29.10.2019 10:15 - 29.10.2019 10:30","66165","70240"
"29.10.2019 10:30 - 29.10.2019 10:45","66392","70207"
"29.10.2019 10:45 - 29.10.2019 11:00","66619","70752"
"29.10.2019 11:00 - 29.10.2019 11:15","67040","70680"
"29.10.2019 11:15 - 29.10.2019 11:30","67634","71177"
"29.10.2019 11:30 - 29.10.2019 11:45","67780","71197"
"29.10.2019 11:45 - 29.10.2019 12:00","68033","71045"
"29.10.2019 12:00 - 29.10.2019 12:15","67452","70491"
"29.10.2019 12:15 - 29.10.2019 12:30","67117","70252"
"29.10.2019 12:30 - 29.10.2019 12:45","67198","70058"
"29.10.2019 12:45 - 29.10.2019 13:00","67017","70204"
"29.10.2019 13:00 - 29.10.2019 13:15","66823","70158"
"29.10.2019 13:15 - 29.10.2019 13:30","66632","69935"
"29.10.2019 13:30 - 29.10.2019 13:45","66171","69419"
"29.10.2019 13:45 - 29.10.2019 14:00","65487","68726"
"29.10.2019 14:00 - 29.10.2019 14:15","65391","68593"
"29.10.2019 14:15 - 29.10.2019 14:30","65105","68222"
"29.10.2019 14:30 - 29.10.2019 14:45","65011","68154"
"29.10.2019 14:45 - 29.10.2019 15:00","64698","68070"
"29.10.2019 15:00 - 29.10.2019 15:15","64621","67837"
"29.10.2019 15:15 - 29.10.2019 15:30","64151","67370"
"29.10.2019 15:30 - 29.10.2019 15:45","63855","67149"
"29.10.2019 15:45 - 29.10.2019 16:00","63557","66974"
"29.10.2019 16:00 - 29.10.2019 16:15","63445","66997"
"29.10.2019 16:15 - 29.10.2019 16:30","63251","66851"
"29.10.2019 16:30 - 29.10.2019 16:45","63862","67232"
"29.10.2019 16:45 - 29.10.2019 17:00","63989","67732"
"29.10.2019 17:00 - 29.10.2019 17:15","64272","68984"
"29.10.2019 17:15 - 29.10.2019 17:30","64877","70171"
"29.10.2019 17:30 - 29.10.2019 17:45","65234","71547"
"29.10.2019 17:45 - 29.10.2019 18:00","65359","71892"
"29.10.2019 18:00 - 29.10.2019 18:15","65332","71206"
"29.10.2019 18:15 - 29.10.2019 18:30","65677","70846"
"29.10.2019 18:30 - 29.10.2019 18:45","66129","70434"
"29.10.2019 18:45 - 29.10.2019 19:00","66206","70058"
"29.10.2019 19:00 - 29.10.2019 19:15","66246","69442"
"29.10.2019 19:15 - 29.10.2019 19:30","65798","68792"
"29.10.2019 19:30 - 29.10.2019 19:45","65467","68211"
"29.10.2019 19:45 - 29.10.2019 20:00","64925","67534"
"29.10.2019 20:00 - 29.10.2019 20:15","63679","66750"
"29.10.2019 20:15 - 29.10.2019 20:30","62515","65473"
"29.10.2019 20:30 - 29.10.2019 20:45","61346","64133"
"29.10.2019 20:45 - 29.10.2019 21:00","60476","63437"
"29.10.2019 21:00 - 29.10.2019 21:15","59921","62700"
"29.10.2019 21:15 - 29.10.2019 21:30","58913","61796"
"29.10.2019 21:30 - 29.10.2019 21:45","58022","60854"
"29.10.2019 21:45 - 29.10.2019 22:00","57360","59883"
"29.10.2019 22:00 - 29.10.2019 22:15","56903","59338"
"29.10.2019 22:15 - 29.10.2019 22:30","55933","58506"
"29.10.2019 22:30 - 29.10.2019 22:45","54745","56944"
"29.10.2019 22:45 - 29.10.2019 23:00","53878","56216"
"29.10.2019 23:00 - 29.10.2019 23:15","52661","54811"
"29.10.2019 23:15 - 29.10.2019 23:30","51689","53838"
"29.10.2019 23:30 - 29.10.2019 23:45","50843","52813"
"29.10.2019 23:45 - 30.10.2019 00:00","50253","52026"
"30.10.2019 00:00 - 30.10.2019 00:15","48525","51090"
"30.10.2019 00:15 - 30.10.2019 00:30","47620","50421"
"30.10.2019 00:30 - 30.10.2019 00:45","47175","50317"
"30.10.2019 00:45 - 30.10.2019 01:00","46866","49972"
"30.10.2019 01:00 - 30.10.2019 01:15","45993","49482"
"30.10.2019 01:15 - 30.10.2019 01:30","45906","49393"
"30.10.2019 01:30 - 30.10.2019 01:45","45667","49164"
"30.10.2019 01:45 - 30.10.2019 02:00","45286","49172"
"30.10.2019 02:00 - 30.10.2019 02:15","45247","48382"
"30.10.2019 02:15 - 30.10.2019 02:30","45256","48500"
"30.10.2019 02:30 - 30.10.2019 02:45","45268","48521"
"30.10.2019 02:45 - 30.10.2019 03:00","45350","48583"
"30.10.2019 03:00 - 30.10.2019 03:15","45529","48673"
"30.10.2019 03:15 - 30.10.2019 03:30","45781","48894"
"30.10.2019 03:30 - 30.10.2019 03:45","45950","48997"
"30.10.2019 03:45 - 30.10.2019 04:00","46166","49227"
"30.10.2019 04:00 - 30.10.2019 04:15","46651","49842"
"30.10.2019 04:15 - 30.10.2019 04:30","47143","50165"
"30.10.2019 04:30 - 30.10.2019 04:45","47552","50785"
"30.10.2019 04:45 - 30.10.2019 05:00","48110","51291"
"30.10.2019 05:00 - 30.10.2019 05:15","49416","52595"
"30.10.2019 05:15 - 30.10.2019 05:30","50023","53341"
"30.10.2019 05:30 - 30.10.2019 05:45","51180","54424"
"30.10.2019 05:45 - 30.10.2019 06:00","52622","56024"
"30.10.2019 06:00 - 30.10.2019 06:15","55560","59200"
"30.10.2019 06:15 - 30.10.2019 06:30","57826","61692"
"30.10.2019 06:30 - 30.10.2019 06:45","59669","63050"
"30.10.2019 06:45 - 30.10.2019 07:00","61151","64391"
"30.10.2019 07:00 - 30.10.2019 07:15","62648","65715"
"30.10.2019 07:15 - 30.10.2019 07:30","63501","66320"
"30.10.2019 07:30 - 30.10.2019 07:45","64454","66866"
"30.10.2019 07:45 - 30.10.2019 08:00","65171","67510"
"30.10.2019 08:00 - 30.10.2019 08:15","65654","68453"
"30.10.2019 08:15 - 30.10.2019 08:30","65913","68869"
"30.10.2019 08:30 - 30.10.2019 08:45","66182","68763"
"30.10.2019 08:45 - 30.10.2019 09:00","66190","68996"
"30.10.2019 09:00 - 30.10.2019 09:15","65616","68592"
"30.10.2019 09:15 - 30.10.2019 09:30","65901","68674"
"30.10.2019 09:30 - 30.10.2019 09:45","66143","68910"
"30.10.2019 09:45 - 30.10.2019 10:00","66277","68797"
"30.10.2019 10:00 - 30.10.2019 10:15","66182","69232"
"30.10.2019 10:15 - 30.10.2019 10:30","66571","69206"
"30.10.2019 10:30 - 30.10.2019 10:45","66615","69471"
"30.10.2019 10:45 - 30.10.2019 11:00","66749","69819"
"30.10.2019 11:00 - 30.10.2019 11:15","66963","69769"
"30.10.2019 11:15 - 30.10.2019 11:30","67126","69889"
"30.10.2019 11:30 - 30.10.2019 11:45","67224","70062"
"30.10.2019 11:45 - 30.10.2019 12:00","67182","70150"
"30.10.2019 12:00 - 30.10.2019 12:15","66513","69645"
"30.10.2019 12:15 - 30.10.2019 12:30","66204","69457"
"30.10.2019 12:30 - 30.10.2019 12:45","66099","69571"
"30.10.2019 12:45 - 30.10.2019 13:00","65906","69221"
"30.10.2019 13:00 - 30.10.2019 13:15","65879","69528"
"30.10.2019 13:15 - 30.10.2019 13:30","65770","69258"
"30.10.2019 13:30 - 30.10.2019 13:45","65504","68739"
"30.10.2019 13:45 - 30.10.2019 14:00","64946","68246"
"30.10.2019 14:00 - 30.10.2019 14:15","64775","68150"
"30.10.2019 14:15 - 30.10.2019 14:30","64691","67924"
"30.10.2019 14:30 - 30.10.2019 14:45","64607","67804"
"30.10.2019 14:45 - 30.10.2019 15:00","64397","67645"
"30.10.2019 15:00 - 30.10.2019 15:15","64494","67317"
"30.10.2019 15:15 - 30.10.2019 15:30","64233","66858"
"30.10.2019 15:30 - 30.10.2019 15:45","64164","66498"
"30.10.2019 15:45 - 30.10.2019 16:00","63793","66297"
"30.10.2019 16:00 - 30.10.2019 16:15","63845","65957"
"30.10.2019 16:15 - 30.10.2019 16:30","63769","65799"
"30.10.2019 16:30 - 30.10.2019 16:45","64045","66216"
"30.10.2019 16:45 - 30.10.2019 17:00","64301","66798"
"30.10.2019 17:00 - 30.10.2019 17:15","64902","68486"
"30.10.2019 17:15 - 30.10.2019 17:30","65341","69815"
"30.10.2019 17:30 - 30.10.2019 17:45","65760","70476"
"30.10.2019 17:45 - 30.10.2019 18:00","65917","70913"
"30.10.2019 18:00 - 30.10.2019 18:15","65826","69963"
"30.10.2019 18:15 - 30.10.2019 18:30","66092","69487"
"30.10.2019 18:30 - 30.10.2019 18:45","66237","69136"
"30.10.2019 18:45 - 30.10.2019 19:00","66267","68928"
"30.10.2019 19:00 - 30.10.2019 19:15","66235","68962"
"30.10.2019 19:15 - 30.10.2019 19:30","65770","68538"
"30.10.2019 19:30 - 30.10.2019 19:45","65408","67971"
"30.10.2019 19:45 - 30.10.2019 20:00","65034","67363"
"30.10.2019 20:00 - 30.10.2019 20:15","63735","66045"
"30.10.2019 20:15 - 30.10.2019 20:30","62420","64932"
"30.10.2019 20:30 - 30.10.2019 20:45","61396","63836"
"30.10.2019 20:45 - 30.10.2019 21:00","60459","63003"
"30.10.2019 21:00 - 30.10.2019 21:15","59743","62241"
"30.10.2019 21:15 - 30.10.2019 21:30","58886","61734"
"30.10.2019 21:30 - 30.10.2019 21:45","57980","61202"
"30.10.2019 21:45 - 30.10.2019 22:00","57217","60090"
"30.10.2019 22:00 - 30.10.2019 22:15","56765","58624"
"30.10.2019 22:15 - 30.10.2019 22:30","55847","58105"
"30.10.2019 22:30 - 30.10.2019 22:45","54764","57004"
"30.10.2019 22:45 - 30.10.2019 23:00","53869","55840"
"30.10.2019 23:00 - 30.10.2019 23:15","52698","54838"
"30.10.2019 23:15 - 30.10.2019 23:30","51635","54061"
"30.10.2019 23:30 - 30.10.2019 23:45","50771","52919"
"30.10.2019 23:45 - 31.10.2019 00:00","50102","52363"
"31.10.2019 00:00 - 31.10.2019 00:15","47967","51106"
"31.10.2019 00:15 - 31.10.2019 00:30","47164","50506"
"31.10.2019 00:30 - 31.10.2019 00:45","46846","49888"
"31.10.2019 00:45 - 31.10.2019 01:00","46541","49680"
"31.10.2019 01:00 - 31.10.2019 01:15","45851","48903"
"31.10.2019 01:15 - 31.10.2019 01:30","45377","48689"
"31.10.2019 01:30 - 31.10.2019 01:45","45232","48388"
"31.10.2019 01:45 - 31.10.2019 02:00","44935","48106"
"31.10.2019 02:00 - 31.10.2019 02:15","44591","48100"
"31.10.2019 02:15 - 31.10.2019 02:30","44492","48169"
"31.10.2019 02:30 - 31.10.2019 02:45","44621","48208"
"31.10.2019 02:45 - 31.10.2019 03:00","44625","48225"
"31.10.2019 03:00 - 31.10.2019 03:15","44703","48528"
"31.10.2019 03:15 - 31.10.2019 03:30","44771","48589"
"31.10.2019 03:30 - 31.10.2019 03:45","44714","48580"
"31.10.2019 03:45 - 31.10.2019 04:00","44983","48656"
"31.10.2019 04:00 - 31.10.2019 04:15","45401","49005"
"31.10.2019 04:15 - 31.10.2019 04:30","45854","49040"
"31.10.2019 04:30 - 31.10.2019 04:45","46210","49310"
"31.10.2019 04:45 - 31.10.2019 05:00","46572","49903"
"31.10.2019 05:00 - 31.10.2019 05:15","47599","50790"
"31.10.2019 05:15 - 31.10.2019 05:30","48059","51045"
"31.10.2019 05:30 - 31.10.2019 05:45","48868","51734"
"31.10.2019 05:45 - 31.10.2019 06:00","49893","52409"
"31.10.2019 06:00 - 31.10.2019 06:15","52395","54594"
"31.10.2019 06:15 - 31.10.2019 06:30","53900","56231"
"31.10.2019 06:30 - 31.10.2019 06:45","55312","57486"
"31.10.2019 06:45 - 31.10.2019 07:00","56687","58564"
"31.10.2019 07:00 - 31.10.2019 07:15","58338","59950"
"31.10.2019 07:15 - 31.10.2019 07:30","58619","60724"
"31.10.2019 07:30 - 31.10.2019 07:45","59289","61370"
"31.10.2019 07:45 - 31.10.2019 08:00","59973","62380"
"31.10.2019 08:00 - 31.10.2019 08:15","60608","63343"
"31.10.2019 08:15 - 31.10.2019 08:30","61010","63841"
"31.10.2019 08:30 - 31.10.2019 08:45","61500","64010"
"31.10.2019 08:45 - 31.10.2019 09:00","61817","64230"
"31.10.2019 09:00 - 31.10.2019 09:15","61234","63964"
"31.10.2019 09:15 - 31.10.2019 09:30","61486","64492"
"31.10.2019 09:30 - 31.10.2019 09:45","61919","64966"
"31.10.2019 09:45 - 31.10.2019 10:00","61993","65149"
"31.10.2019 10:00 - 31.10.2019 10:15","61913","64836"
"31.10.2019 10:15 - 31.10.2019 10:30","62221","65101"
"31.10.2019 10:30 - 31.10.2019 10:45","62319","65325"
"31.10.2019 10:45 - 31.10.2019 11:00","62545","65422"
"31.10.2019 11:00 - 31.10.2019 11:15","62722","65339"
"31.10.2019 11:15 - 31.10.2019 11:30","62970","65667"
"31.10.2019 11:30 - 31.10.2019 11:45","63114","65763"
"31.10.2019 11:45 - 31.10.2019 12:00","63393","65735"
"31.10.2019 12:00 - 31.10.2019 12:15","63144","64808"
"31.10.2019 12:15 - 31.10.2019 12:30","62920","64424"
"31.10.2019 12:30 - 31.10.2019 12:45","62588","64318"
"31.10.2019 12:45 - 31.10.2019 13:00","62384","64151"
"31.10.2019 13:00 - 31.10.2019 13:15","62001","64101"
"31.10.2019 13:15 - 31.10.2019 13:30","61770","63862"
"31.10.2019 13:30 - 31.10.2019 13:45","61506","63263"
"31.10.2019 13:45 - 31.10.2019 14:00","60899","62987"
"31.10.2019 14:00 - 31.10.2019 14:15","60904","62831"
"31.10.2019 14:15 - 31.10.2019 14:30","60709","62281"
"31.10.2019 14:30 - 31.10.2019 14:45","60761","62045"
"31.10.2019 14:45 - 31.10.2019 15:00","60503","61682"
"31.10.2019 15:00 - 31.10.2019 15:15","60728","61555"
"31.10.2019 15:15 - 31.10.2019 15:30","60559","60961"
"31.10.2019 15:30 - 31.10.2019 15:45","60535","60825"
"31.10.2019 15:45 - 31.10.2019 16:00","60033","60608"
"31.10.2019 16:00 - 31.10.2019 16:15","59972","60577"
"31.10.2019 16:15 - 31.10.2019 16:30","59972","60436"
"31.10.2019 16:30 - 31.10.2019 16:45","60082","60544"
"31.10.2019 16:45 - 31.10.2019 17:00","60446","60923"
"31.10.2019 17:00 - 31.10.2019 17:15","61340","62599"
"31.10.2019 17:15 - 31.10.2019 17:30","61897","64000"
"31.10.2019 17:30 - 31.10.2019 17:45","62396","64752"
"31.10.2019 17:45 - 31.10.2019 18:00","62732","65022"
"31.10.2019 18:00 - 31.10.2019 18:15","62965","64873"
"31.10.2019 18:15 - 31.10.2019 18:30","62911","64651"
"31.10.2019 18:30 - 31.10.2019 18:45","62837","64408"
"31.10.2019 18:45 - 31.10.2019 19:00","62602","64151"
"31.10.2019 19:00 - 31.10.2019 19:15","62598","64012"
"31.10.2019 19:15 - 31.10.2019 19:30","62141","63486"
"31.10.2019 19:30 - 31.10.2019 19:45","61742","63240"
"31.10.2019 19:45 - 31.10.2019 20:00","61466","62976"
"31.10.2019 20:00 - 31.10.2019 20:15","60361","61709"
"31.10.2019 20:15 - 31.10.2019 20:30","59079","60587"
"31.10.2019 20:30 - 31.10.2019 20:45","58241","59801"
"31.10.2019 20:45 - 31.10.2019 21:00","57475","59300"
"31.10.2019 21:00 - 31.10.2019 21:15","56732","58377"
"31.10.2019 21:15 - 31.10.2019 21:30","56011","57928"
"31.10.2019 21:30 - 31.10.2019 21:45","55248","57294"
"31.10.2019 21:45 - 31.10.2019 22:00","54750","56825"
"31.10.2019 22:00 - 31.10.2019 22:15","54404","56132"
"31.10.2019 22:15 - 31.10.2019 22:30","53627","55360"
"31.10.2019 22:30 - 31.10.2019 22:45","52597","54446"
"31.10.2019 22:45 - 31.10.2019 23:00","51953","53276"
"31.10.2019 23:00 - 31.10.2019 23:15","50807","51944"
"31.10.2019 23:15 - 31.10.2019 23:30","49771","51062"
"31.10.2019 23:30 - 31.10.2019 23:45","48987","50369"
"31.10.2019 23:45 - 01.11.2019 00:00","48280","49862"
"01.11.2019 00:00 - 01.11.2019 00:15","48399","48588"
"01.11.2019 00:15 - 01.11.2019 00:30","47640","47936"
"01.11.2019 00:30 - 01.11.2019 00:45","47131","47251"
"01.11.2019 00:45 - 01.11.2019 01:00","46783","46728"
"01.11.2019 01:00 - 01.11.2019 01:15","45845","46044"
"01.11.2019 01:15 - 01.11.2019 01:30","45403","45807"
"01.11.2019 01:30 - 01.11.2019 01:45","45116","45683"
"01.11.2019 01:45 - 01.11.2019 02:00","44704","45206"
"01.11.2019 02:00 - 01.11.2019 02:15","44657","44859"
"01.11.2019 02:15 - 01.11.2019 02:30","44500","44760"
"01.11.2019 02:30 - 01.11.2019 02:45","44232","44671"
"01.11.2019 02:45 - 01.11.2019 03:00","44185","44622"
"01.11.2019 03:00 - 01.11.2019 03:15","44202","44951"
"01.11.2019 03:15 - 01.11.2019 03:30","44301","45035"
"01.11.2019 03:30 - 01.11.2019 03:45","44307","45162"
"01.11.2019 03:45 - 01.11.2019 04:00","44423","44843"
"01.11.2019 04:00 - 01.11.2019 04:15","44733","45453"
"01.11.2019 04:15 - 01.11.2019 04:30","44959","45659"
"01.11.2019 04:30 - 01.11.2019 04:45","45063","45893"
"01.11.2019 04:45 - 01.11.2019 05:00","45270","46029"
"01.11.2019 05:00 - 01.11.2019 05:15","45692","46326"
"01.11.2019 05:15 - 01.11.2019 05:30","45751","46406"
"01.11.2019 05:30 - 01.11.2019 05:45","46090","46740"
"01.11.2019 05:45 - 01.11.2019 06:00","46166","46953"
"01.11.2019 06:00 - 01.11.2019 06:15","46852","47738"
"01.11.2019 06:15 - 01.11.2019 06:30","47820","48474"
"01.11.2019 06:30 - 01.11.2019 06:45","48680","49036"
"01.11.2019 06:45 - 01.11.2019 07:00","49195","49681"
"01.11.2019 07:00 - 01.11.2019 07:15","49940","50593"
"01.11.2019 07:15 - 01.11.2019 07:30","50188","51240"
"01.11.2019 07:30 - 01.11.2019 07:45","52050","51790"
"01.11.2019 07:45 - 01.11.2019 08:00","52590","52535"
"01.11.2019 08:00 - 01.11.2019 08:15","53325","53797"
"01.11.2019 08:15 - 01.11.2019 08:30","53918","54615"
"01.11.2019 08:30 - 01.11.2019 08:45","54249","55312"
"01.11.2019 08:45 - 01.11.2019 09:00","54882","55725"
"01.11.2019 09:00 - 01.11.2019 09:15","54903","55593"
"01.11.2019 09:15 - 01.11.2019 09:30","55318","55895"
"01.11.2019 09:30 - 01.11.2019 09:45","55962","56148"
"01.11.2019 09:45 - 01.11.2019 10:00","56500","56389"
"01.11.2019 10:00 - 01.11.2019 10:15","56876","56583"
"01.11.2019 10:15 - 01.11.2019 10:30","57301","56895"
"01.11.2019 10:30 - 01.11.2019 10:45","57421","57221"
"01.11.2019 10:45 - 01.11.2019 11:00","57731","57771"
"01.11.2019 11:00 - 01.11.2019 11:15","58111","58071"
"01.11.2019 11:15 - 01.11.2019 11:30","58422","58600"
"01.11.2019 11:30 - 01.11.2019 11:45","58789","58990"
"01.11.2019 11:45 - 01.11.2019 12:00","58978","59188"
"01.11.2019 12:00 - 01.11.2019 12:15","58624","59464"
"01.11.2019 12:15 - 01.11.2019 12:30","58575","59387"
"01.11.2019 12:30 - 01.11.2019 12:45","58224","59045"
"01.11.2019 12:45 - 01.11.2019 13:00","57871","58932"
"01.11.2019 13:00 - 01.11.2019 13:15","57361","58598"
"01.11.2019 13:15 - 01.11.2019 13:30","56918","58160"
